,0
936,10342.266383022456
937,6202.963459392266
938,13227.090900505966
939,12227.293096883477
940,7971.150594086778
941,11907.189637845446
942,10893.29288442399
943,10412.427719052928
944,2794.074838694781
945,9433.588788808858
946,10028.217849448218
947,3094.801097218786
948,9383.30805216022
949,10589.871468927857
950,11215.604446384024
951,9630.998370765956
952,8612.976137080139
953,11394.289881405819
954,11564.227623624596
955,12058.762567852023
956,7401.9159053853255
957,11589.841268088358
958,10505.671452576458
959,7713.615999901021
960,11106.652252258067
961,12778.823370238526
962,11829.264075379579
963,12879.278997384066
964,12947.423521061099
965,7236.829706475077
966,10706.38829331744
967,4586.662293091684
968,12536.906551573638
969,7815.845612762619
970,7920.921533479436
971,12057.412091265152
972,13005.25105678524
973,8101.889531784044
974,9397.100091625083
975,6529.294752478878
976,11234.734911164109
977,10473.088665451338
978,12642.984509717218
979,10569.51200203797
980,7213.58730195289
981,8579.373771635053
982,13304.966107550159
983,581.1284995803055
984,8872.306535239411
985,10281.164687475428
986,8387.227736191264
987,13119.538334551664
988,9053.925237381662
989,9215.920495063958
990,9644.493163219624
991,12167.871681940778
992,4788.585033194083
993,9943.490499284691
994,8747.65318856417
995,12716.92744719165
996,6434.363569180503
997,9073.060296357635
998,6180.804088598043
999,6259.526791050726
1000,7552.0807301669665
1001,10581.285885038782
1002,5651.712906817265
1003,9531.700123148123
1004,7400.023058909847
1005,12870.511478403281
1006,10484.95029528349
1007,7900.786410981838
1008,6982.802469983025
1009,10550.852335626105
1010,11236.10451082832
1011,8790.013330905806
1012,11582.921617615399
1013,10903.558149727702
1014,12578.644114504079
1015,3755.8797036532274
1016,9116.848150541931
1017,5869.004567097305
1018,9658.707502314408
1019,9730.702468129199
1020,7548.44872835211
1021,10193.052162900705
1022,13279.11439294993
1023,9520.732824676183
1024,7517.837882026235
1025,9754.079643141882
1026,9435.142223004174
1027,7504.466230746057
1028,12363.34299935362
1029,13237.473159435309
1030,6231.478539940296
1031,13195.216320500364
1032,11842.067658365982
1033,12638.385146575125
1034,9419.790116291038
1035,776.6860703781185
1036,9740.657128921599
1037,2269.502692924149
1038,9232.689890275491
1039,11544.005749121297
1040,11670.56129113183
1041,10135.582050466628
1042,7235.994503902225
1043,9409.0112894221
1044,6742.163170644636
1045,13005.888527351442
1046,6538.747705765543
1047,6692.171965603899
1048,11582.93788003707
1049,12990.18545747546
1050,8869.13859133367
1051,12583.376518581012
1052,11476.41796159707
1053,10831.659423777566
1054,11845.687338823182
1055,8527.998549096354
1056,12371.408940137648
1057,1299.3927338358758
1058,13291.463940228758
1059,12974.194976555898
1060,8581.594586195246
1061,12247.362290272775
1062,12452.623137518263
1063,5042.254114184291
1064,7367.569833515116
1065,8896.795370778755
1066,11669.019779511556
1067,9858.3291696178
1068,10218.244104182544
1069,8411.607522509832
1070,9323.71215497532
1071,8173.093124968059
1072,9869.591314840785
1073,12999.123267005349
1074,7844.049141418764
1075,6052.861290541752
1076,6856.778007344422
1077,10838.213389415023
1078,11953.890028994481
1079,8613.360696885158
1080,5655.546325250885
1081,12329.80594738069
1082,12521.803298449053
1083,5088.90744446604
1084,8157.4560211678045
1085,9221.760487349959
1086,6258.671052174624
1087,6473.645072946999
1088,10520.700274640874
1089,3020.5202922079648
1090,12842.746649699275
1091,4268.426303293893
1092,8116.01651906429
1093,8296.464967311425
1094,12046.34824219939
1095,4689.517949871413
1096,10963.030410994335
1097,4238.1316221603
1098,2953.33981239416
1099,8454.289986156275
1100,12041.649580240435
1101,10232.614932754623
1102,12466.56555211572
1103,11848.20335604594
1104,6771.189844461294
1105,9189.183507250678
1106,12530.931224237509
1107,10677.465807126426
1108,10045.974623779413
1109,6105.347847969117
1110,12040.774015508101
1111,4746.550419996577
1112,12225.98556544076
1113,10120.846890852976
1114,6690.687711673504
1115,10779.70452111374
1116,12779.799602118748
1117,5127.718646743674
1118,8896.023965220158
1119,12233.28035017899
1120,10091.557069490533
1121,10769.089264707125
1122,8965.016187780331
1123,12137.359583650554
1124,9750.165657891692
1125,12879.472511157775
1126,5531.329133978593
1127,6391.693622747241
1128,8893.629785083882
1129,11445.162175178131
1130,11137.367360987173
1131,11411.182706220583
1132,8949.134516908402
1133,4993.554575801183
1134,7744.228624625284
1135,6997.919054223256
1136,9663.468961383009
1137,1566.260795063844
1138,7831.134185647575
1139,5326.54306242525
1140,1775.261982536917
1141,12529.411318789233
1142,11382.21570199418
1143,7363.539228676346
1144,12913.116525756943
1145,7558.708376935383
1146,10796.447904668836
1147,9849.967964697149
1148,11035.186726048507
1149,7273.524503085414
1150,12161.105895022054
1151,9093.600158978421
1152,13198.292955194975
1153,9045.07258894289
1154,10881.590223852183
1155,7264.563901624846
1156,8819.848052245583
1157,11654.150435594554
1158,8579.802212334804
1159,9561.250056551551
1160,8562.485277411091
1161,12145.748761964242
1162,11131.19188114429
1163,6770.511323567409
1164,12063.843555136167
1165,12851.137277855238
1166,7774.017936639203
1167,6706.205560669433
1168,808.7571962126968
1169,9122.382444953126
1170,9372.869583454649
1171,11082.381524592438
1172,5575.221412665186
1173,12850.094536882014
1174,1721.1578528733614
1175,4313.490695853943
1176,9139.332513382722
1177,9348.698420070932
1178,7349.430962475051
1179,6131.961768515702
1180,11635.411170420039
1181,13307.10806419429
1182,7492.058871854857
1183,13146.228220153565
1184,8290.265234184317
1185,11926.075857238122
1186,13027.966501572559
1187,9133.263165114091
1188,12276.073314775298
1189,7678.241334273272
1190,13202.301873375229
1191,818.4120013494816
1192,6560.240674656528
1193,6532.7547667788085
1194,8028.618774123942
1195,12064.958484479763
1196,10945.2034528612
1197,7212.3619880914885
1198,3364.8131253554807
1199,3198.1291337873945
1200,12316.214601555077
1201,10166.095055128462
1202,11983.409469952161
1203,10173.683686716116
1204,9420.897917278073
1205,7152.054866910548
1206,10333.916157289766
1207,13255.85904814331
1208,6026.087208267266
1209,9349.050200805761
1210,11471.496327590336
1211,10161.257735715677
1212,9953.343232941728
1213,8351.172618893872
1214,10478.425997272996
1215,13205.793562938981
1216,10359.754675864071
1217,4569.220308182572
1218,8844.468212657386
1219,1476.381828223006
1220,3011.975888397448
1221,10357.616754551906
1222,6981.534748877441
1223,8332.692401656936
1224,11607.14553723358
1225,10716.065357970738
1226,9696.18635076547
1227,12073.448881934575
1228,5326.4941994175
1229,8188.77682544727
1230,1046.419190539456
1231,10590.318079306786
1232,10338.643276721405
1233,7726.021530911483
1234,4793.85943467797
1235,5870.397079287881
1236,4745.320817599014
1237,12733.457921130248
1238,9038.576484946918
1239,4277.900108536742
1240,5498.505362146675
1241,10513.462185925946
1242,2753.312414413357
1243,12739.360494535455
1244,7740.581237837632
1245,9793.036781915034
1246,11933.593365899773
1247,10245.225061813626
1248,7746.528596994349
1249,9404.779707182975
1250,5332.137423946902
1251,7381.373756747651
1252,9632.644660663764
1253,11753.569804166747
1254,3989.7728786373323
1255,12381.741510696997
1256,2937.1498757276922
1257,2618.58497570744
1258,4340.185436056376
1259,8197.662036197551
1260,13091.571076717482
1261,9269.165239085667
1262,9243.04652289374
1263,9903.410924195294
1264,5437.543247927647
1265,10171.69973041266
1266,12521.00979315889
1267,12112.323104420679
1268,10760.358477092908
1269,12118.381234483093
1270,10516.149849749569
1271,8323.970041470066
1272,9914.023378411213
1273,12772.775531608908
1274,7590.487055520658
1275,4618.789021186683
1276,8816.367596336211
1277,6349.3212159249715
1278,5238.435305900106
1279,7978.417410679123
1280,8918.62527436606
1281,10029.284833792099
1282,6086.2892894406605
1283,9303.690006497054
1284,8212.01314710851
1285,10282.331798821087
1286,5639.041540992827
1287,6470.074915174882
1288,7805.677418030092
1289,1517.964546824279
1290,12864.965458494853
1291,11024.132724697718
1292,10649.45238883157
1293,13119.062208474246
1294,13080.14615251752
1295,5028.863924822239
1296,11410.79604956781
1297,11570.796612454089
1298,9990.66090004211
1299,3013.6457785461093
1300,8197.229520436069
1301,5464.664863073583
1302,10594.895984631115
1303,10888.16586080831
1304,13273.623680841587
1305,8862.025858679888
1306,4699.873449601056
1307,11020.504615658505
1308,10879.734399583114
1309,7950.7332393120005
1310,13219.979184107244
1311,10481.76030881252
1312,9597.300512854395
1313,9399.328825685656
1314,5482.185297235979
1315,5055.859125261006
1316,12813.609341543119
1317,7664.056184775104
1318,1483.9957917841868
1319,8470.926782584162
1320,11752.787059404975
1321,2819.510899047384
1322,2989.6805550268286
1323,4397.51056111519
1324,8162.662637833792
1325,12353.485734654705
1326,9544.409436678381
1327,6809.710530102272
1328,8058.086745961275
1329,4852.283911393286
1330,10623.657635298117
1331,11076.26086596934
1332,8358.694627033254
1333,3675.889747548618
1334,743.0923147474934
1335,11612.51012761107
1336,12184.928548188565
1337,11082.348902268064
1338,842.2675191596667
1339,3226.22210370676
1340,10196.05792946712
1341,6676.113998064309
1342,5931.366551023582
1343,4791.045329372758
1344,6259.962631042521
1345,7361.998305076675
1346,13168.578780619777
1347,13069.718288015185
1348,8449.312478729125
1349,6597.179036951197
1350,9790.650584563155
1351,6431.5986375603925
1352,3179.3831936459223
1353,11130.276270421555
